id,label
303064,3
302316,1
302756,3
303441,3
300326,2
303608,1
300806,3
304531,1
300601,1
303021,1
304042,1
303125,3
304801,3
302043,2
304093,1
304237,1
300522,2
301211,3
303501,1
304687,1
301260,2
302032,3
302274,1
302345,2
302162,2
303536,1
303459,3
302809,1
301304,1
300217,3
302225,2
302641,1
304528,2
301033,1
302494,3
303332,3
304968,3
303588,1
300850,1
304480,2
300151,1
303499,2
304079,3
304568,3
303417,2
301861,3
302574,1
301397,1
304390,3
304605,3
303653,1
304069,2
300849,2
302425,1
302603,1
302106,1
302812,1
302121,2
304726,2
302409,2
304773,3
302945,1
303761,1
300308,3
301977,2
304502,1
300703,3
304924,3
300672,2
300383,3
301468,3
302389,3
301262,1
300331,1
300322,2
302490,1
301781,1
304805,1
301991,2
303903,1
302736,1
304318,2
301813,3
304383,2
303860,2
304205,3
302636,3
302523,1
301395,3
301380,1
303954,3
300788,3
301263,1
301363,1
301684,3
302352,1
300798,3
304992,3
303713,1
303011,2
302871,3
303606,3
302407,2
302116,3
302633,2
302328,1
302563,2
304023,3
301286,3
304820,1
300365,3
304879,1
304575,3
300441,2
303909,2
300062,3
301229,1
304011,3
303503,2
301340,2
300999,2
302385,1
300537,1
303807,2
302185,2
304816,3
301998,3
303788,2
300154,3
302343,2
300955,3
300213,1
300413,1
304067,3
300296,3
303203,2
301828,2
303468,1
300859,3
300790,1
303313,2
303057,3
304140,1
301324,1
303253,3
301028,2
300543,1
304255,1
300811,3
304046,3
301609,1
303880,1
301422,3
302522,2
301924,2
303783,3
302898,1
300820,3
302255,3
301123,2
300983,1
300404,2
302528,1
303453,2
300687,1
304646,3
301573,3
301041,2
304003,3
301536,3
300403,1
301057,1
304130,1
302224,1
301403,2
300183,1
302387,2
300225,3
302918,2
303673,1
300088,1
301774,2
302351,1
301228,1
300835,3
304614,3
300049,3
301451,3
303133,3
304788,2
300424,1
304173,1
304375,3
303694,3
301060,1
303312,2
302256,1
304151,3
300763,3
300256,1
303154,3
302497,2
304410,2
302940,1
303173,3
303013,2
300812,2
304221,3
302179,1
302171,1
300544,1
302583,3
303440,1
304840,1
302857,3
302100,3
301012,2
302697,3
300825,3
304122,1
301996,1
300294,1
304250,3
303628,1
300364,1
300580,2
301393,1
301095,1
304044,1
300603,1
300912,1
300021,3
300010,2
303165,3
300528,3
301701,1
300215,2
301279,3
301642,1
303121,1
304201,2
304642,2
304967,1
303129,3
303650,2
304338,1
304066,2
301216,2
303698,1
301019,1
300729,3
303958,3
304275,3
304004,3
304501,1
303008,3
302346,3
302850,1
302201,3
302840,3
300954,2
304249,1
304414,2
300718,2
302221,3
301875,3
300563,1
300737,1
304157,1
302973,1
301091,2
301555,2
302640,3
303277,1
303479,1
300323,3
304935,2
303148,1
304927,2
304451,3
304351,1
300785,2
303618,1
303914,1
304068,1
300414,3
302281,1
302924,3
302214,1
304082,3
302693,1
300508,1
300641,2
300752,3
302981,1
300084,3
301624,1
300778,2
301678,1
301592,2
300736,2
304959,3
301502,2
301758,2
301770,1
302903,1
304797,2
304727,3
302489,1
301827,3
304928,3
300100,3
302446,3
301225,1
303109,2
303236,3
301697,1
301556,1
301135,3
301287,2
302807,2
301318,3
302286,2
302388,3
300136,1
304629,1
303922,1
302275,2
302854,1
302508,2
304700,1
302324,1
301334,3
304010,2
301940,2
304999,2
304353,1
302695,3
303627,3
302824,3
304426,1
302925,3
301048,3
300210,3
300311,1
304061,2
303511,2
302496,3
304279,1
302332,2
302774,3
300004,1
302803,3
303306,3
303176,2
302198,1
303514,3
301440,1
304277,3
303925,2
304195,2
300860,2
302926,1
300559,2
303932,3
301354,3
303117,1
300789,1
303217,2
300884,1
300445,3
301731,1
302080,1
301103,3
301755,1
301932,2
303691,1
300124,1
300963,2
301470,3
303309,2
302284,1
303006,2
301068,1
303385,3
302989,1
303611,2
301433,1
301180,3
301986,1
303243,2
302930,2
303792,1
302910,2
301960,2
304825,2
301490,3
304280,2
302144,2
303234,3
301399,2
303934,3
304182,3
302841,1
304719,1
304558,3
303400,1
303232,1
303940,1
302608,2
302515,1
304756,2
302576,1
302227,1
300270,3
302535,2
302128,2
301186,1
301408,2
301222,1
301772,1
304851,2
303892,1
304496,2
304817,1
301401,1
301888,1
304738,1
300117,3
300498,2
304312,1
303655,3
300560,1
300714,2
300208,1
301141,1
301405,1
300815,3
301182,1
303904,1
301654,1
302873,1
300539,3
304468,1
304897,1
303542,1
304939,3
301582,3
304170,1
301512,3
300940,3
300782,2
304589,1
300314,3
301957,2
303348,1
302754,1
304845,1
303082,2
302944,1
301848,2
304424,2
301689,2
304165,2
303062,1
301514,1
303811,1
303808,1
302806,2
300370,2
304289,1
300107,2
301669,2
301266,2
303418,3
301967,1
303390,2
301350,2
304876,1
304483,3
301929,2
304436,3
302283,1
304686,2
303700,2
302805,3
301116,3
303101,2
303287,3
304644,3
302405,1
300573,2
300373,2
300901,1
301256,1
300339,2
304391,2
304321,1
303753,3
302067,2
302000,2
301010,2
301384,2
302042,2
303685,3
304254,2
303839,1
302234,1
303854,2
303545,1
302029,1
303663,1
302501,2
303487,2
301367,2
304944,3
302717,1
304755,2
300929,3
300064,3
301453,2
303638,3
304362,1
301645,3
302878,1
303252,2
301804,2
304557,1
303237,3
303192,3
301975,3
302073,1
304104,3
300654,3
304525,1
301150,3
300349,3
304981,1
300251,2
300674,3
303286,3
301268,1
303283,1
303110,3
300642,3
302644,3
301221,2
302921,3
303340,1
300541,2
300334,3
300463,1
300846,3
304308,3
303686,3
300359,3
303809,1
304024,1
303546,2
302775,3
304841,1
303134,1
304512,3
301637,3
304878,2
304419,1
300520,1
303931,3
302302,1
301751,1
304492,1
301463,3
302217,2
301681,1
304290,1
304437,1
304789,2
300514,1
300605,1
301994,1
302799,1
300751,3
302776,3
304301,1
304565,1
301476,2
304868,2
304091,1
300941,3
302692,3
304269,1
300516,3
302546,1
300141,2
304422,2
303394,1
302130,2
302482,2
300008,2
300853,3
304972,3
300743,3
301503,2
303660,1
301847,3
302092,1
302542,1
302747,2
300931,1
304294,3
302175,1
301191,1
301862,1
301243,1
304064,1
300348,1
301680,2
302730,1
301015,2
304760,3
302672,1
301753,2
304337,3
300477,1
304495,2
300997,2
301487,1
303715,1
304628,2
303835,1
301098,3
304832,1
303509,2
304964,3
302220,1
301686,3
300888,1
301418,3
301965,1
301046,1
301074,2
303842,3
300352,1
302093,1
302139,2
302053,1
300964,1
302613,2
301963,3
300260,1
300180,2
301743,1
300632,2
300971,2
300068,1
301779,1
300606,2
301165,2
301009,3
303589,2
301634,3
301423,1
303410,1
301836,1
300591,2
303742,1
301102,2
304504,3
302216,3
300357,2
301716,1
302419,3
303071,3
302105,3
300250,3
304877,1
303929,1
301292,3
300902,2
301017,2
303114,3
300439,2
304080,3
302750,1
304546,3
303357,3
302781,3
301846,1
303561,2
301067,3
304191,2
301739,2
300400,1
303648,3
302397,3
304913,1
303411,3
301509,1
300842,1
302949,1
303251,1
301348,2
302384,1
301143,3
300851,3
303741,2
302155,2
301411,1
302069,2
302813,2
301799,1
300011,2
300761,1
304931,3
300609,3
301704,2
300993,2
301065,2
301863,3
301284,2
302306,1
300009,2
302363,3
304893,1
302761,1
303187,3
300694,2
303866,3
301231,3
301855,1
304075,2
301563,1
301657,3
301038,3
302099,1
303762,3
302238,3
300146,1
304039,1
304404,1
302521,1
300305,1
300140,3
302038,3
303530,2
300435,1
303206,3
301567,3
303745,2
301995,2
304197,2
301620,3
303386,3
300908,1
303984,3
304214,3
301232,1
302551,3
302183,1
303431,3
302701,1
301805,2
300711,1
302505,1
300415,1
303639,2
301070,1
300881,3
300739,2
303724,1
301250,3
301322,2
303199,1
300161,3
304793,1
302341,2
303506,3
304921,2
300043,3
302333,2
302882,3
304285,2
302861,1
301985,3
302715,2
300830,1
303369,2
303523,1
303727,3
301288,2
302218,1
303668,1
304469,2
300460,1
301868,2
301528,1
302703,1
303797,1
302612,3
302520,1
301885,3
303003,2
304071,1
303208,1
302376,2
301484,1
300394,1
303728,3
304098,3
304048,3
300429,2
304166,2
304113,1
303451,3
304343,2
303266,3
304137,1
303614,1
302851,2
303366,1
303777,1
301285,1
301540,2
301539,1
301153,3
304054,2
300721,3
303024,3
302480,2
303097,2
301496,3
301045,3
301777,1
300933,3
304818,3
302675,1
300371,3
303076,3
301882,1
304933,2
303274,2
300525,1
301845,1
302085,2
302908,1
302195,1
304732,1
303946,2
303953,1
303756,1
304572,1
304538,3
300377,3
301163,3
302929,2
300207,2
301562,2
300648,3
304955,3
302003,3
304339,2
302355,1
300794,2
302051,1
300913,3
300622,1
304862,1
303445,1
300887,1
304915,2
300740,1
303120,3
300232,2
301247,3
302573,1
304859,3
300819,1
302728,3
301083,2
302829,2
302832,1
304922,1
301549,3
300698,2
300319,2
302207,1
300803,2
303979,1
301844,1
302590,1
303088,1
301566,1
301173,2
301954,3
300378,3
304031,3
300988,2
304630,1
301267,3
304081,3
301910,2
300090,2
303370,2
304159,2
301852,3
301196,2
300707,2
302368,3
302019,2
300534,3
300236,1
303036,1
300462,3
300005,1
304126,1
303215,1
300660,2
303592,1
301120,2
304814,1
300130,1
304198,1
303426,1
303732,1
304637,3
302152,1
302164,1
301595,1
303920,1
300542,1
302867,1
303315,1
300576,1
300862,1
302300,1
304442,1
302749,3
304089,2
300882,1
304420,2
301831,1
301297,1
301538,1
304088,1
300368,3
301729,2
304870,2
301062,1
300299,2
304902,2
302601,2
302984,1
302167,1
300594,3
303861,3
303339,1
303457,3
304905,1
304052,2
303708,1
304821,1
300992,3
302937,1
302770,1
300171,2
304153,3
300040,3
300070,3
301577,3
301533,1
302488,3
303522,1
302364,1
303043,2
301452,3
300391,2
303900,3
302169,2
301838,2
303957,1
301462,2
300662,2
303488,3
303852,3
303406,2
301149,1
300192,3
303046,3
300388,1
303819,1
304222,1
302629,2
304882,1
302336,1
302485,3
304446,3
300145,1
300198,2
302859,1
303587,2
302995,2
300195,2
301784,3
302174,1
304751,3
300344,3
303888,3
301937,1
303316,1
301594,1
304537,1
303212,2
304804,2
302401,1
303850,2
302028,3
301675,1
304384,1
302936,2
304747,2
302402,3
302614,2
304106,3
302737,1
301249,3
301312,1
300889,3
304526,1
301258,3
302798,3
303351,1
303367,1
302039,3
303640,1
301343,2
301172,1
300690,2
302203,3
304519,1
301590,2
302429,2
303744,1
303068,2
302365,3
304962,1
302024,1
304457,2
302400,2
303906,3
302561,2
301736,3
301466,1
301878,2
301349,1
301806,3
302378,3
303635,1
303692,3
301866,2
303554,2
302845,3
304597,3
302486,2
300769,1
304429,2
304580,3
302088,1
304114,3
300071,1
300216,2
301444,3
301450,3
304349,1
301317,3
303461,3
303000,3
302154,3
302653,3
301901,2
304233,2
303977,1
303586,1
301337,1
301471,1
303975,3
302271,1
303331,3
300220,2
301128,1
302101,1
301104,1
301700,1
304388,3
300354,3
304274,1
301699,3
304444,3
303598,1
302885,1
304489,1
303688,3
301956,2
300356,2
304143,2
301314,2
304943,1
304692,3
301643,3
301177,3
304936,2
304750,2
302975,2
301261,1
301908,3
303672,2
301054,3
301895,2
303865,2
303151,1
303241,1
302396,2
304826,3
302714,3
302200,2
302268,3
302223,3
302529,2
304319,3
301107,3
304952,1
304045,1
302766,1
303171,3
301368,1
301648,1
303396,1
302870,1
302793,2
301928,2
300450,3
302151,2
301583,1
303636,3
304328,3
300212,3
304746,3
303938,2
300598,2
304696,1
304918,3
303030,1
301291,1
302869,1
303955,1
304929,1
302296,2
301429,1
303164,3
302148,1
302858,2
303256,3
301724,1
303160,3
300564,1
303615,2
304742,2
302170,2
304705,2
303833,2
304207,3
301933,1
301335,2
300741,1
302233,3
304898,1
301396,2
302474,2
300052,3
304620,3
303290,3
302783,1
303834,1
303190,2
304055,2
302922,1
304477,1
302883,1
302985,1
300228,2
302810,1
304611,1
304355,2
301215,2
300353,3
301718,3
304149,1
303299,1
304476,1
301214,2
300651,1
303667,1
300917,2
301682,3
303571,1
302538,3
301244,3
303231,1
301185,2
302649,1
300221,3
302788,3
300719,2
304500,2
302240,1
303374,1
303191,3
301255,3
300852,2
301711,2
302391,1
302743,3
304295,2
304978,3
303800,1
303595,1
301417,2
304969,3
302035,1
300947,2
301765,2
300128,3
301493,1
304202,3
303404,2
302564,2
300536,3
304907,3
300746,2
304365,1
300592,2
301421,3
301183,2
301481,1
302593,3
303202,3
300944,1
303818,1
304837,2
302827,2
300495,2
303758,2
304156,3
300836,2
300644,1
304332,2
302251,2
304331,1
300310,2
300055,3
304262,3
301513,1
304872,1
301993,2
304396,1
301436,1
300283,1
304834,2
304904,1
303828,1
302767,2
304900,3
301870,1
300507,1
301446,1
301464,1
304083,2
304392,3
304310,3
302107,1
302802,1
303146,3
301061,3
300621,1
303894,1
304772,1
300030,1
303140,1
302278,3
303233,2
303368,3
304416,1
303643,2
301240,1
303214,3
304556,1
303055,3
304632,2
301455,1
303968,3
303048,1
302090,1
301152,1
300513,3
302089,1
302729,1
303379,1
300679,2
301617,1
302988,3
300144,2
301713,2
300981,3
302866,3
300832,3
304381,1
303733,3
304576,3
303491,2
301633,2
303949,1
302998,1
301077,2
302331,1
300596,1
301534,3
300787,1
303469,3
302347,3
304172,3
304105,3
304190,3
300178,2
300561,3
303337,1
301778,2
304152,2
304372,3
303075,1
302165,1
303815,1
302567,1
304013,1
304764,3
304096,2
304450,3
304564,2
304808,3
301002,1
302723,2
302344,2
304693,1
303778,3
303084,1
303976,2
301387,3
304668,1
302579,2
302219,3
303296,1
300485,1
303966,1
300245,1
300472,2
302722,1
302318,3
301204,1
301636,3
300939,1
304186,2
301565,3
302677,2
300922,3
301127,3
301816,1
304456,3
303729,1
302670,2
302786,2
300796,2
302658,1
301553,1
301316,3
303948,1
304970,1
302927,2
304256,1
304264,2
304208,1
301259,1
304447,1
304740,2
303320,1
301579,3
300987,3
304612,2
302356,3
304072,3
300856,1
301053,1
303504,3
302129,1
301034,2
303103,3
301079,1
303311,2
302513,1
300389,1
302919,3
304380,1
304147,2
301683,1
304058,1
301545,2
303196,1
303387,2
303645,3
304484,2
301355,3
301839,2
303517,3
300633,2
303272,1
304787,2
301235,1
301459,1
302441,3
303763,1
302915,1
303111,1
300688,3
301702,3
301947,3
304621,2
304987,2
303564,1
302339,1
301912,1
301210,1
303512,3
304036,1
300261,2
301833,2
301650,1
302202,3
304038,1
301981,1
303859,2
302931,1
300247,3
303329,2
303107,1
302250,1
302879,3
300599,1
302856,3
301803,1
304161,1
300416,3
304316,2
303739,1
302136,2
301090,2
302321,1
304532,2
302962,2
303784,1
304465,2
301800,1
304762,3
302103,1
301320,1
301071,1
304260,1
300330,2
302710,1
302525,3
300204,1
301414,1
300214,2
302050,2
302706,1
304169,3
304100,3
302005,2
303257,2
300246,1
300115,2
303032,1
302294,3
300512,2
303801,1
301495,1
301560,1
303982,2
303102,2
301223,3
303682,1
300567,2
304263,1
303442,3
302137,1
300505,1
304938,3
304385,3
303723,1
301257,2
303045,1
302017,3
304423,2
304606,3
303917,1
304234,1
300504,1
300278,1
301840,1
303223,3
303427,1
303180,1
304510,3
304406,1
300948,1
303025,3
300116,3
300304,2
302971,3
302049,2
301200,1
300927,3
302956,3
301978,1
304680,2
300395,3
304733,1
300032,1
302543,1
302285,2
301999,3
302156,2
302197,3
301997,2
301671,3
304481,1
301357,3
304009,1
301939,3
303448,2
300715,2
301662,2
303656,1
303131,2
300968,3
303863,2
303407,1
300611,2
300748,2
300962,3
302974,1
304864,2
302815,1
303683,3
301970,1
303887,1
304306,3
304276,1
300555,1
302456,2
301156,2
301980,2
303913,2
303822,3
300766,1
301935,1
302892,3
302058,3
304701,3
304885,3
300099,1
301458,3
301315,3
302467,2
302466,2
303844,2
304638,1
301491,2
302012,1
300800,3
300231,2
300618,1
300814,2
303965,2
301369,1
303455,1
304517,2
301131,3
303035,3
304765,3
302687,1
303380,1
304176,3
303044,1
305000,2
300861,2
302465,1
303793,1
304136,2
300745,3
302418,1
303384,2
301941,1
301311,1
300206,1
303926,1
302166,1
303065,3
304995,3
302122,1
304288,2
304302,1
301276,3
302738,3
304506,2
301176,2
304386,2
302847,2
302070,1
301050,1
301242,1
304690,2
303624,2
300813,2
304636,1
303716,1
301029,1
302340,1
304515,3
300608,2
303307,2
301082,2
303824,1
303526,1
303947,2
300550,1
304452,1
301140,1
304815,2
301607,1
303754,1
300551,2
301138,1
304748,1
302473,3
304412,1
303996,1
303978,3
303089,2
301877,2
300779,1
303268,2
302825,3
301205,2
302212,1
303078,1
304267,3
303261,1
301561,1
304313,1
304026,1
301976,3
300945,2
300120,1
300492,1
301331,1
302707,1
303572,2
301815,2
303566,1
302537,2
304769,2
303901,1
301327,1
302366,3
304102,1
303271,3
303766,2
300073,2
301352,1
300869,2
303495,3
304209,3
303211,1
304110,3
300421,1
302138,1
300562,2
304238,1
302079,1
303022,1
301460,2
300659,3
301608,1
302415,2
300067,3
304886,1
302796,3
303555,1
303942,2
300079,1
300016,3
302308,3
304846,1
300535,1
300774,3
304458,3
303541,1
303220,2
301916,3
302986,1
300483,3
301612,1
304049,1
303928,2
301652,2
302943,1
302287,3
304656,3
302758,1
302112,3
300909,3
300975,3
304242,2
301400,1
301817,3
302586,1
301811,2
301443,1
303147,3
302086,1
303174,1
304626,2
300533,3
301047,1
300650,3
302880,1
304899,1
304085,2
301175,1
304220,2
301606,1
300392,1
300658,1
301664,1
303156,1
302147,2
303817,3
301478,3
303138,3
300019,1
300631,3
300675,3
304842,2
302461,1
300756,3
302307,2
304658,1
301990,3
301085,2
300282,1
301851,2
300346,3
304946,1
303128,2
302435,2
302288,1
301379,2
300259,1
303321,2
304682,3
303840,3
304178,3
302477,3
300102,1
302357,2
300257,3
301630,1
302317,1
303799,1
302076,1
304268,2
303042,2
301434,1
300720,2
303674,1
301088,1
302647,1
302335,2
303582,2
303017,2
304305,1
303262,1
304651,3
300510,3
302814,3
300995,1
301717,3
304133,2
302342,3
304579,1
301761,1
304453,3
301338,1
304648,1
304734,3
302381,1
303347,2
304117,3
300044,1
302875,3
300833,3
300465,3
300625,2
303371,3
304215,1
303910,2
302852,3
302266,3
300123,3
304029,2
300419,3
300784,2
304665,2
304002,1
303012,1
300137,2
301326,1
301383,2
300396,2
300170,2
302664,3
303031,1
301871,2
300786,1
304791,2
302390,3
303704,3
302025,1
303116,3
302507,3
302902,1
301024,2
303494,2
301526,1
303596,2
300157,1
302605,2
303016,3
302933,1
300872,1
302034,1
303874,1
302934,3
300978,2
303647,1
301706,1
301282,2
302326,1
302002,2
304792,2
304487,1
304988,3
304807,3
303525,1
304574,3
300950,1
300172,3
304855,3
301864,1
300664,2
304950,1
300185,1
300677,1
300808,1
303343,2
301525,1
301404,1
301154,3
303962,1
301073,1
301720,2
304073,1
302558,2
300569,2
304206,1
301548,3
301890,3
303867,1
301629,3
301167,3
303923,2
302026,1
300991,2
301972,1
303014,2
303061,3
302868,1
303284,3
301181,3
304534,1
302289,3
302237,1
303740,1
303990,1
301651,1
300197,1
300436,1
303617,3
303247,1
302231,2
300727,2
301588,1
302359,1
303591,2
303574,1
303752,1
302541,2
303935,3
300074,3
303285,3
304779,3
301869,1
301670,3
303707,3
300744,1
300028,1
303764,1
304982,1
302987,2
301988,1
300269,1
304300,1
303439,3
301710,3
300320,1
300057,2
303877,3
304057,1
302967,3
302045,1
304661,2
302230,1
300990,3
300387,1
300098,2
303654,3
301051,3
302712,1
303099,2
304860,2
302178,1
302210,3
301569,2
304961,3
304983,3
302215,2
302517,2
303757,3
300034,3
301823,2
300653,1
304363,2
302957,3
301674,1
300038,1
300241,1
301486,3
303943,2
300275,2
302617,2
303382,3
300194,1
300273,1
303375,3
300566,3
302844,3
303139,3
303472,3
304047,2
302509,1
303619,2
303999,3
300374,2
302996,2
302298,3
302514,1
302762,2
304297,1
303248,1
302265,1
302682,1
300382,1
304591,2
303562,1
304754,1
300585,3
302853,1
300327,1
300914,3
301973,1
300620,3
300468,2
302570,1
303172,1
304001,1
301593,2
300670,2
300867,1
303498,3
300725,1
303760,2
301705,1
300167,1
304539,2
301802,3
300139,2
301325,3
304615,3
304768,3
303709,2
302556,2
303830,1
302358,3
303027,2
300886,1
300667,1
304341,1
304906,2
302604,2
302091,1
303773,3
301482,1
304720,2
300291,1
302114,1
302899,3
300375,3
304559,1
302168,1
302362,1
301361,2
302044,1
300776,3
301192,1
302065,2
301049,1
302952,1
302920,1
302244,1
304021,1
301449,1
302004,1
300164,1
304974,3
300274,3
304838,1
302245,1
303381,3
300233,2
301044,1
300942,1
300617,1
300822,3
304016,1
303028,3
300422,1
301305,1
301274,3
303059,3
303697,2
301115,3
303460,1
302732,1
301465,3
300410,2
301161,2
304248,3
303464,1
304354,1
303883,1
301691,3
303115,1
300671,3
301902,3
303836,2
302299,1
300020,1
300058,1
302795,1
301226,3
304018,3
301306,3
300087,2
301014,3
301130,3
300234,1
303091,1
302502,2
301795,3
304103,2
301415,1
304831,3
302445,1
301752,2
302457,1
304583,2
304545,1
300474,1
304925,2
302589,3
301271,3
304015,1
301081,3
301072,3
302510,2
304470,2
304679,2
303680,1
300106,1
301783,2
301308,2
301949,1
303377,3
300229,1
300669,3
304188,1
302606,3
300001,1
302913,3
303018,2
303768,1
304012,3
301461,3
302279,1
302013,2
302370,2
304092,2
303959,3
302702,1
302549,2
304888,3
301927,2
302426,1
300770,2
304402,2
300636,3
304759,1
302979,2
304932,2
303010,1
304340,3
304725,2
302160,1
300866,3
303095,1
301740,1
303580,2
302450,1
300343,1
300114,1
304873,2
303058,2
300801,1
302504,2
302630,1
301615,2
301707,1
304891,1
302559,3
301635,1
301887,2
303726,1
301727,2
302304,1
300915,1
303361,3
303886,3
304741,2
303054,1
301762,3
304060,3
300223,1
302557,2
303832,2
302119,3
302206,3
302656,2
304272,2
300033,3
300692,1
302295,3
304101,1
300526,2
301585,2
301307,3
300329,3
303642,2
302622,1
302631,2
300018,2
304116,3
302273,1
300857,1
303899,3
301722,3
304479,1
304883,2
303413,3
301677,1
300938,1
304131,2
301883,1
300242,3
301510,2
303198,2
302890,2
303616,1
302126,1
301105,3
301822,1
302992,3
300488,1
304608,1
300133,1
300655,3
303937,2
304547,3
301558,3
300949,2
302955,2
304200,1
304600,2
300649,1
304794,1
301858,3
301647,2
301959,3
303428,2
303235,3
300188,3
304511,3
304227,3
301416,1
301744,2
301554,2
300588,2
303960,2
302261,1
302663,3
304430,3
303446,1
300501,1
300324,1
304795,1
300568,1
301431,2
300056,1
300877,2
300007,1
301059,1
302785,2
302742,3
301293,2
301159,2
302057,2
300176,3
303002,2
301075,1
301923,3
304020,3
302822,2
300697,1
303918,1
302751,2
304307,3
302252,3
303769,1
302476,1
304394,3
303812,2
304672,3
300335,1
302624,1
303183,3
304467,1
302597,1
303749,3
303912,1
303372,1
301984,2
302241,3
304017,3
300267,2
300337,3
300048,1
301194,2
301438,3
300222,1
300362,1
300097,1
303532,1
304508,3
302887,1
302846,2
304710,2
302327,1
301551,1
303292,2
303967,2
304270,3
303676,1
302382,2
303675,1
304282,1
303069,2
300286,2
303557,2
300211,2
302733,2
302181,1
301603,1
303535,3
300333,1
301006,2
301821,2
303919,3
302353,1
303040,1
302021,1
303969,2
304303,3
303334,2
300924,1
303080,1
303629,2
301907,3
304028,2
304239,1
304678,3
300082,3
302625,2
300583,1
300384,1
303254,2
304127,1
302667,1
302571,3
303858,2
300817,2
303218,3
301788,2
302188,2
302746,3
302055,3
300920,3
302495,2
302095,2
302423,3
304359,1
304418,1
303782,2
301336,2
304261,1
301087,1
304585,1
304482,3
304400,2
302064,2
304782,1
304034,2
303269,1
300762,1
301301,1
302460,3
303581,2
301238,1
303502,2
301178,1
301483,2
304911,2
304694,1
304914,1
301213,1
300758,1
301865,2
304184,1
302350,2
301039,3
302553,2
300458,1
302626,1
302361,2
300797,3
302458,3
300976,3
302646,3
303841,1
301531,2
304894,2
300503,1
301356,2
304507,2
303167,2
303878,1
304345,1
301819,3
302681,2
300713,1
302828,2
301441,2
302999,3
303278,2
303652,1
302527,3
300847,2
303964,2
301193,2
302371,1
300426,1
300771,2
304211,3
302211,1
302109,2
303145,1
302475,3
301253,1
300965,1
303795,1
304379,3
300406,2
301114,1
303364,1
302881,1
303597,2
301948,3
302104,1
303264,2
302782,2
302671,3
303864,3
301375,2
301199,1
302970,2
304584,2
301692,2
301448,1
303113,1
303081,1
303141,1
304541,3
303489,3
302818,2
303194,1
302048,3
302990,1
304329,3
300295,2
304736,1
301420,1
300919,1
300755,1
303317,3
302727,1
302001,3
301879,1
301037,3
304749,1
303798,2
